,Rk,Wk,Date,Time,Day,Winner,Pts,Unnamed: 7,Loser,Pts.1,Notes
783,772,13,"Nov 19, 2022",4:00 PM,Sat,Texas-El Paso,40,,Florida International,6,
784,773,13,"Nov 19, 2022",1:00 PM,Sat,Texas-San Antonio,41,@,Rice,7,
785,774,13,"Nov 19, 2022",3:30 PM,Sat,Troy,34,,Louisiana-Monroe,16,
786,775,13,"Nov 19, 2022",9:45 PM,Sat,Utah State,35,,San Jose State,31,
787,776,13,"Nov 19, 2022",12:00 PM,Sat,Vanderbilt,31,,Florida,24,
788,777,13,"Nov 19, 2022",12:00 PM,Sat,Virginia Tech,23,@,Liberty,22,
789,778,13,"Nov 19, 2022",8:00 PM,Sat,Wake Forest,45,,Syracuse,35,
790,779,13,"Nov 19, 2022",9:00 PM,Sat,(15) Washington,54,,Colorado,7,
791,780,13,"Nov 19, 2022",2:00 PM,Sat,Washington State,31,@,Arizona,20,
792,781,13,"Nov 19, 2022",12:00 PM,Sat,Wisconsin,15,@,Nebraska,14,
