,Rk,Wk,Date,Time,Day,Winner,Pts,Unnamed: 7,Loser,Pts.1,Notes
283,280,5,"Sep 24, 2022",3:30 PM,Sat,Middle Tennessee State,45,@,(25) Miami (FL),31,
284,281,5,"Sep 24, 2022",3:30 PM,Sat,Minnesota,34,@,Michigan State,7,
285,282,5,"Sep 24, 2022",4:00 PM,Sat,(16) Mississippi,35,,Tulsa,27,
286,283,5,"Sep 24, 2022",12:00 PM,Sat,Mississippi State,45,,Bowling Green,14,
287,284,5,"Sep 24, 2022",6:00 PM,Sat,Navy,23,@,East Carolina,20,
288,285,5,"Sep 24, 2022",7:00 PM,Sat,Nevada-Las Vegas,34,@,Utah State,24,
289,286,5,"Sep 24, 2022",8:00 PM,Sat,New Mexico State,45,,Hawaii,26,
290,287,5,"Sep 24, 2022",7:30 PM,Sat,(12) North Carolina State,41,,Connecticut,10,
291,288,5,"Sep 24, 2022",3:30 PM,Sat,Notre Dame,45,@,North Carolina,32,
292,289,5,"Sep 24, 2022",2:00 PM,Sat,Ohio,59,,Fordham,52,
293,290,5,"Sep 24, 2022",7:30 PM,Sat,(3) Ohio State,52,,Wisconsin,21,
294,291,5,"Sep 24, 2022",6:00 PM,Sat,Old Dominion,29,,Arkansas State,26,
295,292,5,"Sep 24, 2022",4:00 PM,Sat,(15) Oregon,44,@,Washington State,41,
296,293,5,"Sep 24, 2022",12:00 PM,Sat,(14) Penn State,33,,Central Michigan,14,
297,294,5,"Sep 24, 2022",12:00 PM,Sat,(24) Pittsburgh,45,,Rhode Island,24,
298,295,5,"Sep 24, 2022",7:30 PM,Sat,Purdue,28,,Florida Atlantic,26,
299,296,5,"Sep 24, 2022",4:00 PM,Sat,Sacramento State,41,@,Colorado State,10,
300,297,5,"Sep 24, 2022",3:30 PM,Sat,San Diego State,17,,Toledo,14,
301,298,5,"Sep 24, 2022",10:30 PM,Sat,San Jose State,34,,Western Michigan,6,
302,299,5,"Sep 24, 2022",7:00 PM,Sat,South Alabama,38,,Louisiana Tech,14,
303,300,5,"Sep 24, 2022",7:30 PM,Sat,South Carolina,56,,Charlotte,20,
304,301,5,"Sep 24, 2022",9:30 PM,Sat,(7) Southern California,17,@,Oregon State,14,
305,302,5,"Sep 24, 2022",7:00 PM,Sat,Southern Mississippi,27,@,Tulane,24,
306,303,5,"Sep 24, 2022",2:00 PM,Sat,Temple,28,,Massachusetts,0,
307,304,5,"Sep 24, 2022",3:30 PM,Sat,(11) Tennessee,38,,(20) Florida,33,
308,305,5,"Sep 24, 2022",7:00 PM,Sat,(23) Texas A&M,23,N,(10) Arkansas,21,
309,306,5,"Sep 24, 2022",12:00 PM,Sat,Texas Christian,42,@,Southern Methodist,34,
310,307,5,"Sep 24, 2022",7:00 PM,Sat,Texas State,34,,Houston Baptist,0,
311,308,5,"Sep 24, 2022",3:30 PM,Sat,Texas Tech,37,,(22) Texas,34,
312,309,5,"Sep 24, 2022",3:30 PM,Sat,Texas-San Antonio,52,,Texas Southern,24,
313,310,5,"Sep 24, 2022",7:00 PM,Sat,Troy,16,,Marshall,7,
314,311,5,"Sep 24, 2022",2:00 PM,Sat,UCLA,45,@,Colorado,17,
315,312,5,"Sep 24, 2022",10:30 PM,Sat,(13) Utah,34,@,Arizona State,13,
316,313,5,"Sep 24, 2022",10:30 PM,Sat,(18) Washington,40,,Stanford,22,
317,314,5,"Sep 24, 2022",3:30 PM,Sat,Western Kentucky,73,,Florida International,0,
